Family,Genus,C3,CAM,C3-CAM,C4-CAM,C4,C3-C4,Sources,Order,Subfamily,Tribe,Subtribe
Poaceae,Agropyropsis,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Caryophyllaceae,Agrostemma,,,,,,,,,,,
Poaceae,Agrostis,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Euphorbiaceae,Agrostistachys,,,,,,,,,,,
Xanthorrhoeaceae,Agrostocrinum,,,,,,,,,,,
Orchidaceae,Agrostophyllum,,,,,,,,,,,
Poaceae,Agrostopoa,1.0,0.0,0.0,0.0,0.0,0.0,Davidse et al. (2009),,,,
Poaceae,Agrotriticum,,,,,,,,,,,
Malvaceae,Aguiaria,,,,,,,,,,,
Phyllanthaceae,Agyneia,,,,,,,,,,,
Salicaceae,Ahernia,,,,,,,,,,,
Apocynaceae,Ahouai,,,,,,,,,,,
Cucurbitaceae,Ahzolia,,,,,,,,,,,
Crassulaceae,Aichryson,,,,,,,,,,,
Amaryllidaceae,Aidema,,,,,,,,,,,
Rubiaceae,Aidia,,,,,,,,,,,
Rubiaceae,Aidiopsis,,,,,,,,,,,
Simaroubaceae,Ailanthus,,,,,,,,,,,
Meliaceae,Ailantopsis,,,,,,,,,,,
Fabaceae,Ailuroschia,,,,,,,,,,,
Asteraceae,Aimorra,,,,,,,,,,,
Asteraceae,Ainsliaea,,,,,,,,,,,
Asteraceae,Ainsliea,,,,,,,,,,,
Apiaceae,Ainsworthia,,,,,,,,,,,
Lauraceae,Aiouea,,,,,,,,,,,
Arecaceae,Aiphanes,,,,,,,,,,,
Poaceae,Aira,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Cactaceae,Airampoa,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Poaceae,Airochloa,,,,,,,,,,,
Poaceae,Airopsis,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Rubiaceae,Airosperma,,,,,,,,,,,
Fabaceae,Airyantha,,,,,,,,,,,
Cunoniaceae,Aistopetalum,,,,,,,,,,,
Aizoaceae,Aizoanthemum,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Brassicaceae,Aizodraba,,,,,,,,,,,
Aizoaceae,Aizoon,,,,,,,,,,,
Crassulaceae,Aizopsis,,,,,,,,,,,
Asteraceae,Ajania,,,,,,,,,,,
Asteraceae,Ajaniopsis,,,,,,,,,,,
Lamiaceae,Ajuga,,,,,,,,,,,
Lamiaceae,Ajugoides,,,,,,,,,,,
Akaniaceae,Akania,,,,,,,,,,,
Asteraceae,Akeassia,,,,,,,,,,,
Lardizabalaceae,Akebia,,,,,,,,,,,
Malvaceae,Akrosida,,,,,,,,,,,
Fabaceae,Akschindlium,,,,,,,,,,,
Apocynaceae,Alafia,,,,,,,,,,,
Gesneriaceae,Alagophylla,,,,,,,,,,,
Orchidaceae,Alamania,,,,,,,,,,,
Cornaceae,Alangium,,,,,,,,,,,
Boryaceae,Alania,,,,,,,,,,,
Fabaceae,Alantsilodendron,,,,,,,,,,,
Rhamnaceae,Alaternus,,,,,,,,,,,
Orchidaceae,Alaticaulia,,,,,,,,,,,
Orchidaceae,Alatiliparis,,,,,,,,,,,
Asteraceae,Alatoseta,,,,,,,,,,,
Rubiaceae,Alberta,,,,,,,,,,,
Apiaceae,Albertia,,,,,,,,,,,
Asteraceae,Albertinia,,,,,,,,,,,
Menispermaceae,Albertisia,,,,,,,,,,,
Phytolaccaceae,Albertokuntzea,,,,,,,,,,,
Alismataceae,Albidella,,,,,,,,,,,
Fabaceae,Albizia,,,,,,,,,,,
Apiaceae,Albovia,,,,,,,,,,,
Asteraceae,Alboviodoxa,,,,,,,,,,,
Moraceae,Albrandia,,,,,,,,,,,
Plantaginaceae,Albraunia,,,,,,,,,,,
Asparagaceae,Albuca,,,,,,,,,,,
Asparagaceae,Albugoides,,,,,,,,,,,
Bromeliaceae,Alcantarea,1.0,0.0,0.0,0.0,0.0,,,Poales,,,
Malvaceae,Alcea,,,,,,,,,,,
Rosaceae,Alchemilla,,,,,,,,,,,
Euphorbiaceae,Alchornea,,,,,,,,,,,
Euphorbiaceae,Alchorneopsis,,,,,,,,,,,
Asteraceae,Aldama,,,,,,,,,,,
Fabaceae,Aldina,,,,,,,,,,,
Droseraceae,Aldrovanda,,,,,,,,,,,
Orobanchaceae,Alectorolophus,,,,,,,,,,,
Orobanchaceae,Alectra,,,,,,,,,,,
Sapindaceae,Alectryon,,,,,,,,,,,
Rubiaceae,Aleisanthia,,,,,,,,,,,
Rubiaceae,Aleisanthiopsis,,,,,,,,,,,
Apiaceae,Alepidea,,,,,,,,,,,
Asteraceae,Alepidocline,,,,,,,,,,,
Loranthaceae,Alepis,,,,,,,,,,,
Centrolepidaceae,Alepyrum,,,,,,,,,,,
Apiaceae,Aletes,,,,,,,,,,,
Nartheciaceae,Aletris,,,,,,,,,,,
Euphorbiaceae,Aleurites,,,,,,,,,,,
Primulaceae,Aleuritia,,,,,,,,,,,
Fabaceae,Alexa,,,,,,,,,,,
Ranunculaceae,Alexeya,,,,,,,,,,,
Poaceae,Alexfloydia,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Restionaceae,Alexgeorgea,,,,,,,,,,,
Apocynaceae,Alexitoxicon,,,,,,,,,,,
Juglandaceae,Alfaroa,,,,,,,,,,,
Juglandaceae,Alfaropsis,,,,,,,,,,,
Asteraceae,Alfredia,,,,,,,,,,,
Euphorbiaceae,Algernonia,,,,,,,,,,,
Myrtaceae,Algrizea,,,,,,,,,,,
Lamiaceae,Alguelagum,,,,,,,,,,,
Fabaceae,Alhagi,,,,,,,,,,,
Rubiaceae,Alibertia,,,,,,,,,,,
Solanaceae,Alibrexia,,,,,,,,,,,
Solanaceae,Alicabon,,,,,,,,,,,
Malpighiaceae,Alicia,,,,,,,,,,,
Polemoniaceae,Aliciella,,,,,,,,,,,
Asteraceae,Aliconia,,,,,,,,,,,
Asteraceae,Aliella,,,,,,,,,,,
Melastomataceae,Alifana,,,,,,,,,,,
Caryophyllaceae,Alifiola,,,,,,,,,,,
Caprifoliaceae,Aligera,,,,,,,,,,,
Cyperaceae,Alinula,0.0,0.0,0.0,0.0,1.0,0.0,Sage (2016); Bruhl and Wilson (2007); Larridon et al (2013),,,,
Gentianaceae,Aliopsis,,,,,,,,,,,
Alismataceae,Alisma,,,,,,,,,,,
Orchidaceae,Alismorchis,,,,,,,,,,,
Fabaceae,Alistilus,,,,,,,,,,,
Boraginaceae,Alkanna,,,,,,,,,,,
Solanaceae,Alkekengi,,,,,,,,,,,
Asteraceae,Alkibias,,,,,,,,,,,
Amaranthaceae,Allaganthera,,,,,,,,,,,
Asteraceae,Allagopappus,,,,,,,,,,,
Arecaceae,Allagoptera,,,,,,,,,,,
Apocynaceae,Allamanda,,,,,,,,,,,
Clusiaceae,Allanblackia,,,,,,,,,,,
Lecythidaceae,Allantoma,,,,,,,,,,,
Ixonanthaceae,Allantospermum,,,,,,,,,,,
Asteraceae,Allardia,,,,,,,,,,,
Lamiaceae,Allasia,,,,,,,,,,,
Rubiaceae,Alleizettea,,,,,,,,,,,
Rubiaceae,Alleizettella,,,,,,,,,,,
Amaranthaceae,Allenrolfea,1.0,0.0,0.0,0.0,0.0,0.0,Kadereit and Freitag (2011),,,,
Violaceae,Allexis,,,,,,,,,,,
Brassicaceae,Alliaria,,,,,,,,,,,
Nyctaginaceae,Allionia,0.0,0.0,0.0,0.0,1.0,0.0,Sage (2016); Douglas and Manos (2007),,,,
Asteraceae,Allittia,,,,,,,,,,,
Amaryllidaceae,Allium,,,,,,,,,,,
Amaranthaceae,Allmania,1.0,0.0,0.0,0.0,0.0,,Sage et al (2007),Caryophyllales,,,
Amaranthaceae,Allmaniopsis,1.0,0.0,0.0,0.0,0.0,,Sage et al (2007),Caryophyllales,,,
Plantaginaceae,Allocalyx,,,,,,,,,,,
Asteraceae,Allocarpus,,,,,,,,,,,
Boraginaceae,Allocarya,,,,,,,,,,,
Boraginaceae,Allocaryastrum,,,,,,,,,,,
Celastraceae,Allocassine,,,,,,,,,,,
Casuarinaceae,Allocasuarina,,,,,,,,,,,
Asteraceae,Allocephalus,,,,,,,,,,,
Gesneriaceae,Allocheilos,,,,,,,,,,,
Amaranthaceae,Allochlamys,,,,,,,,,,,
Caryophyllaceae,Allochrusa,,,,,,,,,,,
Poaceae,Alloeochaete,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Loranthaceae,Allohemia,,,,,,,,,,,
Asteraceae,Alloispermum,,,,,,,,,,,
Poaceae,Allolepis,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Melastomataceae,Allomaieta,,,,,,,,,,,
Apocynaceae,Allomarkgrafia,,,,,,,,,,,
Melastomataceae,Allomorphia,,,,,,,,,,,
Melastomataceae,Alloneuron,,,,,,,,,,,
Sapindaceae,Allophylastrum,,,,,,,,,,,
Polemoniaceae,Allophyllum,,,,,,,,,,,
Sapindaceae,Allophylus,,,,,,,,,,,
Scrophulariaceae,Allophyton,,,,,,,,,,,
Gesneriaceae,Alloplectus,,,,,,,,,,,
Asteraceae,Allopterigeron,,,,,,,,,,,
Vitaceae,Allosampela,,,,,,,,,,,
Sapindaceae,Allosanthus,,,,,,,,,,,
Araceae,Alloschemone,,,,,,,,,,,
Malvaceae,Allosidastrum,,,,,,,,,,,
Anacardiaceae,Allospondias,,,,,,,,,,,
Gesneriaceae,Allostigma,,,,,,,,,,,
Myrtaceae,Allosyncarpia,,,,,,,,,,,
Poaceae,Alloteropsis,1.0,0.0,0.0,0.0,1.0,1.0,Osborne et al (2014); Dunning et al (2017); Metcalfe (1960); Ellis (1974); Hattersley et al. (1977); Watson and Dallwitz (1992),,,,
Ericaceae,Allotropa,,,,,,,,,,,
Malvaceae,Allowissadula,,,,,,,,,,,
Apocynaceae,Allowoodsonia,,,,,,,,,,,
Proteaceae,Alloxylon,,,,,,,,,,,
Melastomataceae,Allozygia,,,,,,,,,,,
Didiereaceae,Alluaudia,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Didiereaceae,Alluaudiopsis,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Fabaceae,Almaleea,,,,,,,,,,,
Rutaceae,Almeidea,,,,,,,,,,,
Asteraceae,Almutaster,,,,,,,,,,,
Styracaceae,Alniphyllum,,,,,,,,,,,
Betulaceae,Alnus,,,,,,,,,,,
Araceae,Alocasia,,,,,,,,,,,
Apiaceae,Alococarpum,,,,,,,,,,,
Xanthorrhoeaceae,Aloe,0.0,1.0,0.0,0.0,0.0,,,Asparagales,,,
Thymelaeaceae,Aloexylum,,,,,,,,,,,
Aizoaceae,Aloinopsis,,,,,,,,,,,
Gentianaceae,Aloitis,,,,,,,,,,,
Asteraceae,Alomia,,,,,,,,,,,
Asteraceae,Alomiella,,,,,,,,,,,
Solanaceae,Alona,,,,,,,,,,,
Scrophulariaceae,Alonsoa,,,,,,,,,,,
Fabaceae,Alopecias,,,,,,,,,,,
Poaceae,Alopecurus,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Iridaceae,Alophia,,,,,,,,,,,
Melastomataceae,Alosemis,,,,,,,,,,,
Verbenaceae,Aloysia,,,,,,,,,,,
Euphorbiaceae,Alphandia,,,,,,,,,,,
Rhamnaceae,Alphitonia,,,,,,,,,,,
Annonaceae,Alphonsea,,,,,,,,,,,
Zingiberaceae,Alpinia,,,,,,,,,,,
Apiaceae,Alposelinum,,,,,,,,,,,
Asparagaceae,Alrawia,,,,,,,,,,,
Rubiaceae,Alseis,,,,,,,,,,,
Lauraceae,Alseodaphne,,,,,,,,,,,
Alseuosmiaceae,Alseuosmia,,,,,,,,,,,
Caryophyllaceae,Alsinanthus,,,,,,,,,,,
Elatinaceae,Alsinastrum,,,,,,,,,,,
Caryophyllaceae,Alsine,,,,,,,,,,,
Caryophyllaceae,Alsinella,,,,,,,,,,,
Caryophyllaceae,Alsinidendron,,,,,,,,,,,
Caryophyllaceae,Alsinopsis,,,,,,,,,,,
Violaceae,Alsodeia,,,,,,,,,,,
Icacinaceae,Alsodeiopsis,,,,,,,,,,,
Cucurbitaceae,Alsomitra,,,,,,,,,,,
Apocynaceae,Alstonia,,,,,,,,,,,
Alstroemeriaceae,Alstroemeria,,,,,,,,,,,
Crassulaceae,Altamiranoa,,,,,,,,,,,
Orchidaceae,Altensteinia,,,,,,,,,,,
Amaranthaceae,Alternanthera,1.0,0.0,0.0,0.0,1.0,,Sage et al (2007),Caryophyllales,,,
Malvaceae,Althaea,,,,,,,,,,,
Potamogetonaceae,Althenia,,,,,,,,,,,
Malvaceae,Althoffia,,,,,,,,,,,
Altingiaceae,Altingia,,,,,,,,,,,
Poaceae,Altoparadisium,0.0,0.0,0.0,0.0,1.0,0.0,Filgueras et al. (2001),,,,
Myrtaceae,Aluta,,,,,,,,,,,
Picramniaceae,Alvaradoa,,,,,,,,,,,
Acanthaceae,Alvarezia,,,,,,,,,,,
Loranthaceae,Alveolina,,,,,,,,,,,
Lamiaceae,Alvesia,,,,,,,,,,,
Poaceae,Alvimia,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Rhamnaceae,Alvimiantha,,,,,,,,,,,
Asteraceae,Alvordia,,,,,,,,,,,
Malvaceae,Alyogyne,,,,,,,,,,,
Fabaceae,Alysicarpus,,,,,,,,,,,
Brassicaceae,Alyssoides,,,,,,,,,,,
Brassicaceae,Alyssopsis,,,,,,,,,,,
Brassicaceae,Alyssum,,,,,,,,,,,
Apocynaceae,Alyxia,,,,,,,,,,,
Penaeaceae,Alzatea,,,,,,,,,,,
Rubiaceae,Amaioua,,,,,,,,,,,
Piperaceae,Amalago,,,,,,,,,,,
Orchidaceae,Amalia,,,,,,,,,,,
Apocynaceae,Amalocalyx,,,,,,,,,,,
Gesneriaceae,Amalophyllon,,,,,,,,,,,
Liliaceae,Amana,,,,,,,,,,,
Phyllanthaceae,Amanoa,,,,,,,,,,,
Melastomataceae,Amaraboya,,,,,,,,,,,
Rubiaceae,Amaracarpus,,,,,,,,,,,
Amaranthaceae,Amaranthus,0.0,0.0,0.0,0.0,1.0,,Sage et al (2007),Caryophyllales,,,
Gentianaceae,Amarella,,,,,,,,,,,
Fabaceae,Amarenus,,,,,,,,,,,
Simaroubaceae,Amaroria,,,,,,,,,,,
Amaryllidaceae,Amaryllis,,,,,,,,,,,
Lamiaceae,Amasonia,,,,,,,,,,,
Solanaceae,Amatula,,,,,,,,,,,
Asteraceae,Amauria,,,,,,,,,,,
Araceae,Amauriella,,,,,,,,,,,
Asteraceae,Amauriopsis,,,,,,,,,,,
Asteraceae,Ambassa,,,,,,,,,,,
Annonaceae,Ambavia,,,,,,,,,,,
Apocynaceae,Ambelania,,,,,,,,,,,
Asteraceae,Amberboa,,,,,,,,,,,
Burseraceae,Ambilobea,,,,,,,,,,,
Amaranthaceae,Amblogyna,,,,,,,,,,,
Orchidaceae,Amblostoma,,,,,,,,,,,
Melastomataceae,Amblyanthera,,,,,,,,,,,
Primulaceae,Amblyanthopsis,,,,,,,,,,,
Primulaceae,Amblyanthus,,,,,,,,,,,
Fabaceae,Amblygonocarpus,,,,,,,,,,,
Boraginaceae,Amblynotopsis,,,,,,,,,,,
Boraginaceae,Amblynotus,,,,,,,,,,,
Asteraceae,Amblyocarpum,,,,,,,,,,,
Apocynaceae,Amblyoglossum,,,,,,,,,,,
Asteraceae,Amblyolepis,,,,,,,,,,,
Asteraceae,Amblyopappus,,,,,,,,,,,
Apocynaceae,Amblyopetalum,,,,,,,,,,,
Asteraceae,Amblyopogon,,,,,,,,,,,
Asteraceae,Amblysperma,,,,,,,,,,,
Apocynaceae,Amblystigma,,,,,,,,,,,
Fabaceae,Amblytropis,,,,,,,,,,,
Acanthaceae,Ambongia,,,,,,,,,,,
Monimiaceae,Ambora,,,,,,,,,,,
Amborellaceae,Amborella,,,,,,,,,,,
Asteraceae,Amboroa,,,,,,,,,,,
Orchidaceae,Ambrella,,,,,,,,,,,
Malvaceae,Ambroma,,,,,,,,,,,
Asteraceae,Ambrosia,,,,,,,,,,,
Araceae,Ambrosina,,,,,,,,,,,
Scrophulariaceae,Ambulia,,,,,,,,,,,
Fabaceae,Amburana,,,,,,,,,,,
Asteraceae,Ameghinoa,,,,,,,,,,,
Rosaceae,Amelanchier,,,,,,,,,,,
Rosaceae,Amelasorbus,,,,,,,,,,,
Asteraceae,Amellus,,,,,,,,,,,
Fabaceae,Amerimnon,,,,,,,,,,,
Scrophulariaceae,Ameroglossum,,,,,,,,,,,
Crassulaceae,Amerosedum,,,,,,,,,,,
Orchidaceae,Amesia,,,,,,,,,,,
Orchidaceae,Amesiella,,,,,,,,,,,
Sapindaceae,Amesiodendron,,,,,,,,,,,
Lamiaceae,Amethystanthus,,,,,,,,,,,
Lamiaceae,Amethystea,,,,,,,,,,,
Rosaceae,Ametron,,,,,,,,,,,
Fabaceae,Amherstia,,,,,,,,,,,
Melanthiaceae,Amianthium,,,,,,,,,,,
Fabaceae,Amicia,,,,,,,,,,,
Sapindaceae,Amirola,,,,,,,,,,,
Commelinaceae,Amischotolype,,,,,,,,,,,
Orchidaceae,Amitostigma,,,,,,,,,,,
Arecaceae,Ammandra,,,,,,,,,,,
Lythraceae,Ammannia,,,,,,,,,,,
Asteraceae,Ammanthus,,,,,,,,,,,
Apiaceae,Ammi,,,,,,,,,,,
Asteraceae,Ammobium,,,,,,,,,,,
Boraginaceae,Ammobroma,,,,,,,,,,,
Poaceae,Ammocalamagrostis,1.0,0.0,0.0,0.0,0.0,0.0,BEP clade,,,,
Amaryllidaceae,Ammocharis,,,,,,,,,,,
Poaceae,Ammochloa,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Apiaceae,Ammodaucus,,,,,,,,,,,
Fabaceae,Ammodendron,,,,,,,,,,,
Caryophyllaceae,Ammodenia,,,,,,,,,,,
Fabaceae,Ammodytes,,,,,,,,,,,
Apiaceae,Ammoides,,,,,,,,,,,
Poaceae,Ammophila,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Fabaceae,Ammopiptanthus,,,,,,,,,,,
Apiaceae,Ammoselinum,,,,,,,,,,,
Asteraceae,Ammoseris,,,,,,,,,,,
Brassicaceae,Ammosperma,,,,,,,,,,,
Ericaceae,Ammyrsine,,,,,,,,,,,
Aizoaceae,Amoebophyllum,0.0,1.0,0.0,0.0,0.0,,,Caryophyllales,,,
Asteraceae,Amolinia,,,,,,,,,,,
Myrtaceae,Amomis,,,,,,,,,,,
Zingiberaceae,Amomum,,,,,,,,,,,
Myrtaceae,Amomyrtella,,,,,,,,,,,
Myrtaceae,Amomyrtus,,,,,,,,,,,
Meliaceae,Amoora,,,,,,,,,,,
Bixaceae,Amoreuxia,,,,,,,,,,,
Amaranthaceae,Amorgine,,,,,,,,,,,
Fabaceae,Amoria,,,,,,,,,,,
Malpighiaceae,Amorimia,,,,,,,,,,,
Fabaceae,Amorpha,,,,,,,,,,,
Araceae,Amorphophallus,,,,,,,,,,,
Rutaceae,Ampacus,,,,,,,,,,,
Orchidaceae,Amparoa,,,,,,,,,,,
Apocynaceae,Ampelamus,,,,,,,,,,,
Asteraceae,Ampelaster,,,,,,,,,,,
Poaceae,Ampelocalamus,1.0,0.0,0.0,0.0,0.0,0.0,BEP clade,,,,
Ulmaceae,Ampelocera,,,,,,,,,,,
Vitaceae,Ampelocissus,,,,,,,,,,,
Poaceae,Ampelodesmos,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Vitaceae,Ampelopsis,,,,,,,,,,,
Cucurbitaceae,Ampelosicyos,,,,,,,,,,,
Cucurbitaceae,Ampelosycios,,,,,,,,,,,
Vitaceae,Ampelovitis,,,,,,,,,,,
Rhamnaceae,Ampelozizyphus,,,,,,,,,,,
Polygonaceae,Ampelygonum,,,,,,,,,,,
Euphorbiaceae,Amperea,,,,,,,,,,,
Asteraceae,Ampherephis,,,,,,,,,,,
Asteraceae,Amphiachyris,,,,,,,,,,,
Rubiaceae,Amphiasma,,,,,,,,,,,
Melastomataceae,Amphiblemma,,,,,,,,,,,
Aizoaceae,Amphibolia,,,,,,,,,,,
Cymodoceaceae,Amphibolis,,,,,,,,,,,
Boraginaceae,Amphibologyne,,,,,,,,,,,
Poaceae,Amphibromus,,,,,,,,,,,
Fabaceae,Amphicarpaea,,,,,,,,,,,
Poaceae,Amphicarpum,1.0,0.0,0.0,0.0,0.0,0.0,Metcalfe (1960); Watson and Dallwitz (1992),,,,
Rubiaceae,Amphidasya,,,,,,,,,,,
Apocynaceae,Amphidetes,,,,,,,,,,,
Asteraceae,Amphidoxa,,,,,,,,,,,
Orchidaceae,Amphigena,,,,,,,,,,,
Asteraceae,Amphiglossa,,,,,,,,,,,
Bignoniaceae,Amphilophium,,,,,,,,,,,
Fabaceae,Amphimas,,,,,,,,,,,
Apocynaceae,Amphineurion,,,,,,,,,,,
Fabaceae,Amphinomia,,,,,,,,,,,
Linderniaceae,Amphiolanthus,,,,,,,,,,,
Convolvulaceae,Amphione,,,,,,,,,,,
Asteraceae,Amphipappus,,,,,,,,,,,
Portulacaceae,Amphipetalum,,,,,,,,,,,
Rapateaceae,Amphiphyllum,,,,,,,,,,,
Solanaceae,Amphipleis,,,,,,,,,,,
Poaceae,Amphipogon,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Anacardiaceae,Amphipterygium,,,,,,,,,,,
Asteraceae,Amphirhapis,,,,,,,,,,,
Violaceae,Amphirrhox,,,,,,,,,,,
Cyperaceae,Amphiscirpus,1.0,0.0,0.0,0.0,0.0,0.0,Bruhl and Wilson (2007),,,,
Acanthaceae,Amphiscopia,,,,,,,,,,,
Apocynaceae,Amphistelma,,,,,,,,,,,
Rubiaceae,Amphistemon,,,,,,,,,,,
Bignoniaceae,Amphitecna,,,,,,,,,,,
Fabaceae,Amphithalea,,,,,,,,,,,
Melastomataceae,Amphitoma,,,,,,,,,,,
Fabaceae,Amphodus,,,,,,,,,,,
Orchidaceae,Amphorchis,,,,,,,,,,,
Asteraceae,Amphoricarpos,,,,,,,,,,,
Melastomataceae,Amphorocalyx,,,,,,,,,,,
Santalaceae,Amphorogyne,,,,,,,,,,,
Fabaceae,Amphymenium,,,,,,,,,,,
Boraginaceae,Amsinckia,,,,,,,,,,,
Apocynaceae,Amsonia,,,,,,,,,,,
Araceae,Amydrium,,,,,,,,,,,
Loranthaceae,Amyema,,,,,,,,,,,
Rosaceae,Amygdalopersica,,,,,,,,,,,
Rosaceae,Amygdalopsis,,,,,,,,,,,
Rosaceae,Amygdalus,,,,,,,,,,,
Loranthaceae,Amylotheca,,,,,,,,,,,
Euphorbiaceae,Amyrea,,,,,,,,,,,
Rutaceae,Amyris,,,,,,,,,,,
Thymelaeaceae,Amyxa,,,,,,,,,,,
Euphorbiaceae,Anabaena,,,,,,,,,,,
Amaranthaceae,Anabasis,0.0,0.0,0.0,0.0,1.0,0.0,Akhani et al (2007),Caryophyllales,,,
Apocynaceae,Anabata,,,,,,,,,,,
Anacampserotaceae,Anacampseros,0.0,1.0,0.0,0.0,0.0,0.0,,Caryophyllales,,,
Orchidaceae,Anacamptis,,,,,,,,,,,
Asteraceae,Anacantha,,,,,,,,,,,
Cucurbitaceae,Anacaona,,,,,,,,,,,
Anacardiaceae,Anacardium,,,,,,,,,,,
Orchidaceae,Anacheilium,,,,,,,,,,,
Olacaceae,Anacolosa,,,,,,,,,,,
Gentianaceae,Anacolus,,,,,,,,,,,
Asteraceae,Anacyclus,,,,,,,,,,,
Poaceae,Anadelphia,0.0,0.0,0.0,0.0,1.0,0.0,Watson and Dallwitz (1992),,,,
Fabaceae,Anadenanthera,,,,,,,,,,,
Araceae,Anadendrum,,,,,,,,,,,
Proteaceae,Anadenia,,,,,,,,,,,
Melastomataceae,Anaectocalyx,,,,,,,,,,,
Gentianaceae,Anagallidium,,,,,,,,,,,
Primulaceae,Anagallis,,,,,,,,,,,
Fabaceae,Anagyris,,,,,,,,,,,
Araliaceae,Anakasia,,,,,,,,,,,
Apiaceae,Analyrium,,,,,,,,,,,
Scrophulariaceae,Anamaria,,,,,,,,,,,
Menispermaceae,Anamirta,,,,,,,,,,,
Bromeliaceae,Ananas,0.0,1.0,0.0,0.0,0.0,,,Poales,,,
Asteraceae,Anandria,,,,,,,,,,,
Cucurbitaceae,Anangia,,,,,,,,,,,
Apocynaceae,Anantherix,,,,,,,,,,,
Iridaceae,Anapalina,,,,,,,,,,,
Asteraceae,Anaphalioides,,,,,,,,,,,
Asteraceae,Anaphalis,,,,,,,,,,,
Anacardiaceae,Anaphrenium,,,,,,,,,,,
Araceae,Anaphyllopsis,,,,,,,,,,,
Araceae,Anaphyllum,,,,,,,,,,,
Saxifragaceae,Anarmosa,,,,,,,,,,,
Plantaginaceae,Anarrhinum,,,,,,,,,,,
Anarthriaceae,Anarthria,,,,,,,,,,,
Fabaceae,Anarthrophyllum,,,,,,,,,,,
Fabaceae,Anarthrosyne,,,,,,,,,,,
Loganiaceae,Anasser,,,,,,,,,,,
Brassicaceae,Anastatica,,,,,,,,,,,
Stilbaceae,Anastrabe,,,,,,,,,,,
Asteraceae,Anastraphia,,,,,,,,,,,
Poaceae,Anastrophus,,,,,,,,,,,
Anacardiaceae,Anasyllis,,,,,,,,,,,
Orchidaceae,Anathallis,,,,,,,,,,,
Poaceae,Anatherostipa,,,,,,,,,,,
Poaceae,Anatherum,,,,,,,,,,,
Apocynaceae,Anatropanthus,,,,,,,,,,,
Anacardiaceae,Anauxanopetalum,,,,,,,,,,,
Annonaceae,Anaxagorea,,,,,,,,,,,
Asteraceae,Anaxeton,,,,,,,,,,,
Annonaceae,Ancana,,,,,,,,,,,
Asteraceae,Ancathia,,,,,,,,,,,
Violaceae,Anchietea,,,,,,,,,,,
Araceae,Anchomanes,,,,,,,,,,,
Brassicaceae,Anchonium,,,,,,,,,,,
Boraginaceae,Anchusa,,,,,,,,,,,
Boraginaceae,Anchusopsis,,,,,,,,,,,
Poaceae,Ancistrachne,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Poaceae,Ancistragrostis,1.0,0.0,0.0,0.0,0.0,0.0,Watson and Dallwitz (1992),,,,
Acanthaceae,Ancistranthus,,,,,,,,,,,
Cactaceae,Ancistrocactus,,,,,,,,,,,
Asteraceae,Ancistrocarphus,,,,,,,,,,,
Malvaceae,Ancistrocarpus,,,,,,,,,,,
Boraginaceae,Ancistrocarya,,,,,,,,,,,
Orchidaceae,Ancistrochilus,,,,,,,,,,,
Ancistrocladaceae,Ancistrocladus,,,,,,,,,,,
Melastomataceae,Ancistrodesmus,,,,,,,,,,,
Clusiaceae,Ancistrolobus,,,,,,,,,,,
Orchidaceae,Ancistrorhynchus,,,,,,,,,,,
Acanthaceae,Ancistrostylis,,,,,,,,,,,
Passifloraceae,Ancistrothyrsus,,,,,,,,,,,
Fabaceae,Ancistrotropis,,,,,,,,,,,
Rosaceae,Ancistrum,,,,,,,,,,,
Ochnaceae,Ancouratea,,,,,,,,,,,
Rubiaceae,Ancylanthos,,,,,,,,,,,
Apocynaceae,Ancylobothrys,,,,,,,,,,,
Apocynaceae,Ancylobotrys,,,,,,,,,,,
Gesneriaceae,Ancylostemon,,,,,,,,,,,
Polygalaceae,Ancylotropis,,,,,,,,,,,
Fabaceae,Andaca,,,,,,,,,,,
